date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2018-07-26,0.0,-0.03771475928002826,-0.005299270833374412,-0.000356111537515958,0.0,-0.015355562180761582,0.0,-0.015925479238369098,-0.006770661489056454,-0.002813722032710618,-0.009293668976469742
2018-07-27,-0.003696220611526811,-0.055973764390370405,-0.00956457154353554,0.0,0.0,-0.03219283934186434,0.0,-0.024939870863039146,-0.009967950447228502,-0.01001681595456245,-0.011860543397772694
2018-07-30,-0.005544395313621352,-0.07083579164828475,-0.0014218331707790742,0.0,-0.009867177644549656,-0.04727898944011686,-0.0011240322133765194,-0.025841402656566217,-0.01598644479085919,-0.009454071548020327,-0.019737998796214653
2018-07-31,0.0,-0.06465936761213606,-0.0032312311858586186,-0.007104791870698767,0.0,-0.04471983202357401,0.0,-0.00691108761369905,-0.007146817385533713,0.0,-0.015135490771094337
2018-08-01,-0.010212643734217191,-0.06851966031845579,-0.01706090463737855,-0.007104791870698767,-0.01352052208595118,-0.03609916011787018,-0.008400234010669947,-0.0003004720015674957,-0.013541395301877389,0.0,-0.020003551530967816
2018-08-02,-0.01674199788187888,-0.06234316245903552,-0.02248939688588293,-0.006749565882142144,-0.014820541662880618,-0.02397623408646552,0.0,-0.0051081398154697,-0.00865144097144128,0.0,-0.013276689301810845
2018-08-03,-0.007366450833259188,-0.055973764390370516,-0.027530125487910107,-0.0010656779656690045,-0.013910567769765823,-0.020474082907682108,0.0,0.0,0.0,0.0,-0.00991329202422723
2018-08-06,-0.007701289507498143,-0.04651611739199527,-0.023911230056662437,0.0,-0.012480466613671923,-0.015220907612965648,0.0,-0.0020869993212225576,0.0,0.0,-0.0032749473733214235
2018-08-07,-0.004352902765107504,-0.045358051727080836,-0.016673140990901558,0.0,-0.005460141939206886,-0.011449344351673272,-0.006072924320300727,-0.004173998642445115,-0.00149982809363164,0.0,0.0
2018-08-08,-0.008538386193095857,-0.04613016932696221,-0.02378190924044431,0.0,-0.009880327932973885,-0.00875542942041718,-0.013617963407412613,-0.010435341279824031,-0.006749154328086294,0.0,0.0
2018-08-09,-0.003180967405270835,-0.04091876309993975,-0.032829296920196364,-0.005971167795552449,-0.015340569399020142,-0.008351259823194974,-0.01656240513266077,-0.008646369827539083,-0.0022497421404474595,-0.0011097129330638754,0.0
2018-08-10,-0.01757909456747638,-0.04902529657761234,-0.026883819610085236,-0.01756233735197968,-0.024050859807389677,-0.016298452996084838,-0.020242868876043738,-0.01818716793560203,-0.006561639769754348,-0.005437312905391176,-0.0083575194974148
2018-08-13,-0.027456899627454723,-0.050376410098315096,-0.039291759291914245,-0.027045972617927766,-0.02873110943264623,-0.017645410461712988,-0.020242868876043738,-0.018485425587013663,-0.005249326234454654,-0.005104322534575079,-0.013371990837945383
2018-08-14,-0.019253287938671808,-0.043620990141345135,-0.03696527681413926,-0.01791357064695891,-0.021970748862831162,-0.011584101866386516,-0.013433922537607989,-0.014609454813506157,-0.0031871707455948073,-0.0004439021712025537,-0.003782882202434
2018-08-15,-0.034823350460714345,-0.056938856022768415,-0.07057000162620167,-0.025641039438010844,-0.026650998488087715,-0.020474082907682108,-0.00938530632407424,-0.005962970094730063,0.0,-0.002108344085970213,-0.015923283902282582
2018-08-16,-0.028963673661530673,-0.05732487791107326,-0.0638490964242247,-0.012644869441365133,-0.014300513926740673,-0.01616379842828869,0.0,0.0,0.0,0.0,-0.011084638558856656
2018-08-17,-0.02176457799546473,-0.06176416653821425,-0.06152261394644983,-0.010537402411187764,-0.008320244724554894,-0.014682083447947292,0.0,0.0,0.0,0.0,-0.010204970467757528
2018-08-20,-0.014900385173564085,-0.060220078984995075,-0.05518947239094997,-0.007376168235771144,-0.0016899657339042892,-0.01616379842828869,-0.0005452988165561513,0.0,-0.003484960514619514,0.0,-0.0031670876333858176
2018-08-21,-0.011049740419814904,-0.054429603013879446,-0.050407186619182094,-0.0035124002100945014,0.0,-0.014547325933234262,-0.007633624580835619,-0.009128347076669699,-0.010638337640895718,0.0,0.0
2018-08-22,-0.016072320533400755,-0.05558774250206577,-0.03903331646165527,-0.007024867680490351,-0.009694987123226625,-0.011584101866386302,-0.013813258696925911,-0.015312139270751219,-0.017975029798391,0.0,0.0
2018-08-23,-0.022769158188108048,-0.0594480352083856,-0.04355696060098701,-0.01159116955642723,-0.012538822303695456,-0.009428805206313735,-0.01617594080986041,-0.0176677831768218,-0.01870878365363157,-0.00032803992877221974,-0.0009621292112714475
2018-08-24,-0.010045160227171699,-0.04574407361538558,-0.036577513167662376,-0.008078634825729604,-0.008273020052615482,0.0,-0.017448234858789432,-0.010895080006222687,-0.01449013981668084,0.0,0.0
2018-08-27,0.0,-0.03647947447279865,-0.029468943720296573,0.0,0.0,0.0,-0.016903005898602014,-0.012367470917839856,-0.020542921426550866,0.0,0.0
2018-08-28,-0.003837154064162381,-0.04072571524415143,-0.033604824213150995,-0.0010482441893102695,-0.002059494357675282,0.0,-0.020174519372463364,-0.0002944554882585911,-0.022560515296507336,0.0,0.0
2018-08-29,0.0,-0.035321408807884216,-0.027659346903039863,-0.001397636616486968,-0.0012872332437470072,0.0,-0.019083991595719794,-0.0017667329295529884,-0.015407208703140487,0.0,0.0
2018-08-30,-0.0118018742834077,-0.04130478498824448,-0.03037369242838053,-0.009084604553275206,-0.008237878890301111,-0.0030354249922811306,-0.022173808653765045,-0.007067045188534933,-0.01504036704197488,-0.0007537228208450934,-0.00571869315690459
2018-08-31,-0.01479388259747255,-0.05076243198661983,-0.03787002552222354,-0.010132781834805302,-0.007594311538627616,-0.00224361007886577,-0.02253734119813595,-0.003239123841170159,-0.01925901087892561,-0.0009691428895665465,-0.0017924836807110104
2018-09-04,-0.02160907635743855,-0.06253621031482384,-0.039938065169739335,-0.005241154038770962,-0.00836657265255589,-0.00607105172084579,-0.023809565390695824,-0.01207301542958106,-0.014856981477846653,-0.008937293708686577,0.0
2018-09-05,-0.015126327965701881,-0.07469608435460458,-0.04123047812321213,-0.004542302276637603,-0.0012872332437470072,-0.018476925353439446,-0.012540894791627745,-0.005889336705822518,-0.0011005249834972319,-0.004953177062513263,-0.010753528053791232
2018-09-06,-0.013131655756325243,-0.08164447834409118,-0.05893768863841588,-0.009084604553274993,0.0,-0.0256037639148862,-0.009814680134322547,-0.0026502128646521527,0.0,-0.004953177062513263,-0.013484667731350406
2018-09-07,-0.019614404148061912,-0.07971436890256715,-0.059066810652456836,-0.01013278183480509,-0.0030836847110912607,-0.028903160834352935,-0.01181396941562423,-0.015312139270751013,-0.012233065836604686,-0.003445731420823077,-0.013569954670676907
2018-09-10,-0.018450845359258925,-0.07778425946104314,-0.05945467370002262,-0.01118102602411536,0.0,-0.025867735842071804,-0.008360619813208282,-0.010011827011769068,-0.007303343846020108,-0.006030029986440537,-0.00990007137479288
2018-09-11,-0.016456173149882288,-0.0685196603184561,-0.05053650743540022,-0.01013278183480509,-0.0002563974702638685,-0.017553074042360242,-0.01199566583144074,-0.009717258053187293,-0.009859443981169159,-0.006891380368419354,-0.0019629046839170915
2018-09-12,-0.015957441386275535,-0.07122181353658992,-0.045625000248502585,-0.019217386388080297,0.0,-0.021644487611525865,-0.0005452988165561513,-0.008833891588410695,-0.010772326856442761,-0.0019382033059060907,-8.528693932650061e-05
2018-09-13,-0.012134319651637032,-0.06465936761213638,-0.04523723660202527,-0.020614956096787304,0.0,-0.010162263553727676,-0.0019992892813016825,-0.0026502128646521527,-0.00328650473070913,0.0,0.0
2018-09-14,-0.012466765019866365,-0.06639650302114387,-0.0401965079999982,-0.013626906829912385,0.0,-0.010954179335284695,-0.004725643651345175,-0.011189535494481484,-0.008581393913594634,-0.0033035172819644966,-0.0037491557591542157
2018-09-17,-0.008976088653457195,-0.07546805430794248,-0.03864555281517785,-0.017819749771593327,0.0,-0.02336015383602022,-0.0010905976331127148,-0.005594767747240742,-0.005294889182885707,-0.006926661328671089,-0.016104274844101686
2018-09-18,-0.007978752548768767,-0.06890560838348916,-0.03231231185858962,-0.012928055067779026,0.0,-0.01715716658565246,-0.005270872611532385,-0.011484104453063259,-0.007120725144390734,-0.001172155252416165,-0.0035787277431338018
2018-09-19,0.0,-0.06639650302114376,-0.02933962290407845,0.0,-0.0008770088167967235,-0.01966474859170404,-0.007088325764279467,-0.020906907017991753,-0.02866537885727605,-0.002557585463022006,-0.0031527228514066485
2018-09-20,0.0,-0.056166738422886935,-0.029081080672730783,0.0,0.0,-0.008050589004383877,0.0,-0.013545292870875044,-0.026656924194141653,0.0,0.0
2018-09-21,-0.00688747466176398,-0.06292223220312869,-0.02933962290407845,-0.008281582117655473,0.0,-0.015309463963494472,-0.005422930646127255,-0.023851461900580136,-0.031221478992425104,-0.0025394541296055078,-0.007386035506430676
2018-09-24,-0.02082647433177769,-0.06292223220312869,-0.01512228520716968,-0.01932371363340576,-0.017125012476242627,-0.010426235480913489,-0.020607317096894704,-0.04299174945934209,-0.03980287290601994,-0.0005291238555034937,-0.0138382037084793
2018-09-25,-0.02591008658212732,-0.06253621031482394,-0.008788944849492757,-0.023119419498314402,-0.020124956686026787,-0.011614058719178293,-0.02639187835315983,-0.043875115924118684,-0.05294875140694,-0.003597539756416656,-0.009678219847824868
2018-09-26,-0.03558534860698634,-0.05886896546429233,-0.018353516393028728,-0.034851655325274324,-0.020750036770824164,-0.015309463963494682,-0.02530733391046012,-0.054475797177244066,-0.06226040949417866,-0.001375608565371797,-0.007386035506430465
2018-09-27,-0.04394883640534901,-0.05076243198661983,-0.018353516393028728,-0.038302242957949595,-0.019374994557344125,-0.009502384169834706,-0.026572658919457415,-0.051531185559494395,-0.05258358421463907,0.0,-0.003990178003403564
2018-09-28,-0.050016373607379226,-0.05423662898136303,-0.021067663116192226,-0.048309218006886055,-0.019999978947088597,-0.005806978925518526,-0.025126483866619836,-0.03975262561817214,-0.03870730111815894,0.0,-0.00483914237916029
2018-10-01,-0.04050509907446702,-0.05809692168768285,-0.007496531896019961,-0.044513446065348655,-0.011374983839498186,-0.0010557868406013832,-0.025849606131809973,-0.04711423976528884,-0.04199380584886787,0.0,-0.007895453078182223
2018-10-02,-0.03640534892125915,-0.05886896546429233,-0.006462462371717666,-0.044513446065348655,-0.009125001758396891,-0.0009238513110794111,-0.020245825441842436,-0.050058908118200206,-0.02903054604957718,-0.0011504152292484554,-0.021309142143535305
2018-10-03,-0.043292823583023235,-0.054622650869667874,0.0,-0.03554175963648396,-0.0049999708130090735,0.0,-0.030730264556587374,-0.06095404485958438,-0.04071575578129334,-0.0030328764674162705,-0.024620096717936878
2018-10-04,-0.047720548720124635,-0.06813363843015126,-0.0041295755178667615,-0.028985570450109268,-0.008250061890775635,-0.0180429171278371,-0.033080203485827284,-0.06537099065378973,-0.03560348530003721,-0.0127588594468462,-0.03990158530254977
2018-10-05,-0.054772010873835326,-0.07701221568443345,-0.004258497592362837,-0.03381643278183195,-0.0133750104427229,-0.03042274945172912,-0.03398410631731501,-0.06507653516553093,-0.02081431932828347,-0.01390927467609446,-0.04711781495172979
2018-10-08,-0.05526397334967567,-0.08010039079087189,-0.0050328240167035665,-0.02726017751882849,-0.01087497718869211,-0.041353845868913434,-0.020607317096894704,-0.05300351973594987,-0.012598162817947787,-0.014327563795098702,-0.044655759842588814
2018-10-09,-0.08658571002058497,-0.08067938671169317,0.0,-0.031055949460366102,-0.026124940800648217,-0.03792964335308733,-0.022776544937379725,-0.04976439589477971,-0.008581393913594634,-0.012654247116432812,-0.04745736175573476
2018-10-10,-0.11052800955389007,-0.11696588715197517,-0.031366514801040864,-0.061076676377288676,-0.0574999992822873,-0.0845515008352401,-0.03452637853866486,-0.06478207967727234,-0.01405883158715189,-0.0359757478820413,-0.07954839690872785
2018-10-11,-0.12085928440107496,-0.12449335088555473,-0.0641469884466058,-0.08902695820732585,-0.08237497130344616,-0.09614118677772064,-0.058387537396287194,-0.09216723437760431,-0.03213443207865673,-0.062016288123825494,-0.09576362297673117
2018-10-12,-0.11839947202187345,-0.10499906096798275,-0.061576019368725136,-0.08799173566388327,-0.07624991375483364,-0.06716707257710922,-0.05314531783891483,-0.09275614535412191,-0.03322986344460188,-0.04758419209963884,-0.07903897933697641
2018-10-15,-0.12135118402237627,-0.10847333178599773,-0.06941764806898536,-0.09213255976102508,-0.07449993832453843,-0.08244437671441632,-0.0473607565826497,-0.08716132087171978,-0.028665378857276255,-0.054172766382563575,-0.08116135782112037
2018-10-16,-0.10724825971495468,-0.08492570130631784,-0.061704641970929335,-0.07694960414813277,-0.05887494580071443,-0.05478734090880732,-0.03669553690160718,-0.07008239193625387,-0.018623386385435547,-0.028236838471192963,-0.06273878542985216
2018-10-17,-0.11298782193309137,-0.08125845645578633,-0.06761792028226186,-0.06763286556366327,-0.06574996547800961,-0.05913334731774997,-0.03217637013188226,-0.07273260480090633,-0.020449152135982546,-0.023112356206106955,-0.07046443265078361
2018-10-18,-0.12299112179638275,-0.09805059315522459,-0.07224586235127461,-0.08316080725553172,-0.0818750603476926,-0.07757143829188272,-0.03344176461842245,-0.07243814931264764,-0.01898855357773647,-0.03419789897428687,-0.08829274945217098
2018-10-19,-0.1292227093448986,-0.09824356718774112,-0.08047306226490662,-0.07971015354622758,-0.08524993777429184,-0.07796651148258846,-0.011388272468689965,-0.06301529001255765,-0.003651671923010257,-0.04298269138529512,-0.09720697276336059
2018-10-22,-0.1361101840066628,-0.09882263693183417,-0.09062861256746642,-0.0993788532586093,-0.0883749554180672,-0.07032796006952477,-0.018799719866547555,-0.07626612739517391,-0.010041992471840913,-0.05082621312655684,-0.09355640647445791
2018-10-23,-0.1446375335878943,-0.1007527463733582,-0.11441064500824197,-0.10662527890945063,-0.10337496355214672,-0.07388382009705614,-0.014461264185577312,-0.07037690415967436,-0.015519500356355994,-0.05595069539164285,-0.09338653570671154
2018-10-24,-0.17169565832272668,-0.14360169273809373,-0.14937651651831588,-0.12905452801992717,-0.13374991303712072,-0.11536942413326477,-0.010303658548447557,-0.0594817106831285,0.0,-0.08711571789851306,-0.1204686875337895
2018-10-25,-0.16103634563710942,-0.11522875174296758,-0.13896381987576129,-0.1155970314149444,-0.12762495118356101,-0.08494657402594574,-0.007953650141664543,-0.04829206171832403,-0.015571270340942831,-0.07529812912141338,-0.09389588836796728
2018-10-26,-0.16595603325005118,-0.13916240411095243,-0.14539139086708372,-0.12836442370871795,-0.13625004198620422,-0.10325300748837322,-0.026934150574509888,-0.07302706028916524,-0.03367735168716784,-0.08575615810976248,-0.12208164844618181
2018-10-29,-0.1679238202988735,-0.1524802699923757,-0.16133179460759894,-0.1207729459022717,-0.15062497003548636,-0.11839845280279512,-0.015726658672117304,-0.057714921018413606,-0.020097808084046036,-0.08345540775259062,-0.1298072956671135
2018-10-30,-0.14890120837851029,-0.12931866140100065,-0.14192055789584127,-0.10559005636600804,-0.13312502434242887,-0.10852091844602255,0.0,-0.042108382994565284,-0.016295452323746046,-0.0736248124427475,-0.11673315340576558
2018-10-31,-0.13725809645029008,-0.11136845903664798,-0.13664989827346194,-0.09316771622783901,-0.12650005583806317,-0.0873172144813599,-0.009364346545192005,-0.055064764888922944,-0.027883408441423244,-0.0723698649844107,-0.10535700480642694
2018-11-01,-0.11298782193309158,-0.10615712663289718,-0.12932246338877781,-0.08902695820732585,-0.11112501879211586,-0.07664953374317594,-0.002341052028900432,-0.051531185559493986,-0.03222884846918459,-0.06065680843639957,-0.08710417336191326
2018-11-02,-0.1151197221829384,-0.11522875174296758,-0.13150796011770038,-0.08971706251853519,-0.11262503874453429,-0.09469255152660297,-0.007563446780536185,-0.0594817106831285,-0.037660665910433266,-0.06651325660908008,-0.08336870414438537
2018-11-05,-0.11249585945725123,-0.11889592277022741,-0.11698161408612295,-0.07522434337010973,-0.1080000011483403,-0.09561435541971962,0.0,-0.043875115924118274,-0.024081052681123254,-0.05825144574881432,-0.08209522512550242
2018-11-06,-0.0979009726739894,-0.11368466418974851,-0.11286796469710009,-0.07039334888512933,-0.09862494821701422,-0.08995127061577443,0.0,-0.03857469019481315,-0.017562927452575042,-0.05344072037364382,-0.07802020910396935
2018-11-07,-0.08166608526218228,-0.09747159723440342,-0.09834171752993635,-0.058316060902565,-0.08399996899480258,-0.06321613935887188,0.0,-0.027974065676849253,-0.006337097139393957,-0.025622331224105396,-0.05306056558202698
2018-11-08,-0.08560184792344333,-0.10596415260038076,-0.11788147797948474,-0.05555551150447018,-0.08549989325216831,-0.06400628574028336,0.0,-0.02591276378871449,-0.007966628446530859,-0.025099349673362713,-0.052805856796151206
2018-11-09,-0.09839287229529092,-0.1243003768530383,-0.11942405942621312,-0.06418221185435924,-0.0947499684445561,-0.08020549442629714,0.0,-0.0247349418356793,-0.0065181948547360195,-0.02792308158127706,-0.06596490198612433
2018-11-12,-0.1116759848520564,-0.13742526870194516,-0.13767838476902794,-0.08281575509992681,-0.11262503874453429,-0.11260371048714467,-0.005279837331170477,-0.022673753417867516,-0.007061348748385583,-0.04110023014712691,-0.08472708609189385
2018-11-13,-0.11429978472320462,-0.14012742192007877,-0.1574752915585712,-0.07763977453597065,-0.10862498553808488,-0.11155014842673283,-0.007567807427379805,-0.02061245152973275,-0.002896936809778091,-0.04779333665914037,-0.08515153582452435
2018-11-14,-0.11528364682034627,-0.1358811073254542,-0.158889349267509,-0.09006211467413948,-0.11162502544292194,-0.12221782916491677,-0.014255574322838886,-0.020906907017991548,-0.01321741779862589,-0.055427793942225224,-0.0920282186696994
2018-11-15,-0.10314857241628585,-0.1295117092567891,-0.14654840110044043,-0.07660455199252807,-0.09987491699650326,-0.10022387816325265,-0.015839511993511832,-0.02856297665336726,-0.021365213586687023,-0.047061290650221216,-0.09338653570671175
2018-11-16,-0.09412913465013623,-0.13375795002814186,-0.13639285079788074,-0.07556932944908516,-0.10012496816943275,-0.10167261406996014,-0.013375533790918558,-0.014723228294233212,-0.006337097139393957,-0.03743992000120487,-0.09695219906698942
2018-11-19,-0.10708427222300818,-0.16000773372595548,-0.13664989827346205,-0.07591444768131864,-0.11437501417482931,-0.1359146392282209,-0.014959539104983386,-0.012073015429580648,-0.0019916571116328154,-0.04967579789730839,-0.11902540265765622
2018-11-20,-0.12331909678027649,-0.1710094682775499,-0.16493125018104593,-0.09627331778153833,-0.13274999543056087,-0.1544843877140588,-0.03132700777425537,-0.025029397323938305,-0.006156069050240106,-0.05856520263872983,-0.13897616285368336
2018-11-21,-0.11626763462656568,-0.16116579939087,-0.15181896185840627,-0.09558321347032911,-0.12662493788194845,-0.1482944715521128,-0.039070755664627047,-0.025618308300456104,-0.020821990066849247,-0.06389874936199291,-0.12997710152436445
2018-11-23,-0.1257789091594779,-0.17216753394246453,-0.1784291097170574,-0.10282957304454189,-0.12837491331224368,-0.1560647811324716,-0.0357268722168974,-0.029151887629885062,-0.020278836173199685,-0.06253926967456758,-0.1338823765991429
2018-11-26,-0.11577567215072544,-0.15325231376898574,-0.16608816154998893,-0.08454108195457882,-0.12199999598080737,-0.13696830194422266,-0.03449488311560067,-0.027090585741750297,-0.014484892927454888,-0.05344072037364382,-0.1144409690643715
2018-11-27,-0.1265989094737507,-0.15055016055085224,-0.1684020831522885,-0.0838509776433695,-0.12349992023817309,-0.13525615035851468,-0.02587122998009283,-0.021790273482768147,-0.007061348748385381,-0.04361020516512536,-0.111809173008476
2018-11-28,-0.1131518094250384,-0.13279293221901597,-0.15413288346070586,-0.06625259086461607,-0.10249992798947234,-0.10496505841849095,-0.017775398233560592,-0.013839748359134048,-0.0077856003573770075,-0.020602381188107723,-0.08557605046765078
2018-11-29,-0.10675623438457582,-0.12989765732182237,-0.14860517636274523,-0.07418912082666662,-0.10200001703371908,-0.11365727254755639,-0.016191460562888043,-0.012661926406098653,-0.00814772616187292,-0.017360440262514577,-0.08982087234643452
2018-11-30,-0.10446040949732113,-0.1312488446657969,-0.15014785667388741,-0.06935819241831517,-0.09324994849213747,-0.10522847409749131,-0.009855709880197053,-0.003239123841169953,0.0,0.0,-0.08319896319763116
2018-12-03,-0.0887176102704319,-0.12989765732182237,-0.1312508137777057,-0.0634921075431497,-0.08275000021531365,-0.08547340538394614,-0.008975669348276328,0.0,0.0,-0.0047981804974869865,-0.06604974000425426
2018-12-04,-0.11577567215072544,-0.1555684450988147,-0.15618975758742412,-0.10420984774358918,-0.12174994480787818,-0.12011070504409269,-0.025695154230316607,-0.013231243850451983,0.0,-0.02701579026251697,-0.09966889805151015
2018-12-06,-0.127746821917378,-0.14611079810043934,-0.171744441817947,-0.11663218788175801,-0.12662493788194865,-0.11813513777938427,-0.024639240878796095,0.0,0.0,-0.030666555456382437,-0.0953391732441014
2018-12-07,-0.1487372837411023,-0.16232386505578456,-0.17637228502254607,-0.1335403381960449,-0.14962495673387402,-0.14921637610081948,-0.036958793674802065,-0.015081213627317772,0.0,-0.05538759500410165,-0.12242126016068323
2018-12-10,-0.14644145885384768,-0.15595446698711943,-0.18922742700519082,-0.1456176922552381,-0.14750004808676373,-0.13749513330222357,-0.036958793674802065,-0.018851405275094366,0.0,-0.051736749917790904,-0.12174210164217705
2018-12-11,-0.1492291833624039,-0.15518242321050985,-0.18897033009740277,-0.1538992082962646,-0.15249992320471978,-0.1364414705862216,-0.029039105321438524,-0.017111316822274385,0.0,-0.04881612178420931,-0.12140255483817187
2018-12-12,-0.1418497462247996,-0.14611079810043934,-0.18575654460174162,-0.14906834596454202,-0.1477500035646404,-0.12972472306627458,-0.030271094422735262,-0.035672819114284916,-0.0063380265479882816,-0.04068011480224897,-0.11214871981248128
2018-12-13,-0.15185298323355204,-0.14997101698348728,-0.18318547665944723,-0.1552795490719409,-0.1501249633846801,-0.12827598715956698,-0.024287224666028204,-0.029002256527036023,0.0,-0.039741378566518715,-0.11656341245901138
2018-12-14,-0.15841254576596142,-0.1582705983169482,-0.20182542264784067,-0.16356113118959636,-0.16187497613604587,-0.1496114492915248,-0.04083070144168414,-0.030742456738908804,-0.0019322512429166985,-0.0720768073189151,-0.13125051563275159
2018-12-17,-0.1728435707663544,-0.1746767869513535,-0.21635171924721128,-0.17184264723062306,-0.17562501549063633,-0.1676544167471568,-0.06300596411788696,-0.06699536121699338,-0.03407695217931481,-0.09053923246368821,-0.1533237192234184
2018-12-18,-0.16825185813730617,-0.1710094682775501,-0.23486309206560738,-0.17494824878432258,-0.17149998454524873,-0.16106937706671015,-0.07409359545598806,-0.05771449831193501,-0.0405761953482636,-0.09846672016264844,-0.14670174516411932
2018-12-19,-0.17956705793617167,-0.18876669660938628,-0.24386168156701732,-0.1853002099122347,-0.18712497706907272,-0.17766365894342967,-0.08306940009104856,-0.06641533173272011,-0.04215706677695749,-0.11025349233847445,-0.16359625957162055
