date,spy_adj_close,overlay_direction,is_long_allowed,hh_hl_count,lh_ll_count,transition_count,sector_count,daily_return,overlay_position,baseline_position,baseline_strategy_return,overlay_strategy_return,baseline_equity,overlay_equity
2010-02-10,80.06759643554688,,,,,,,-0.0019586853945748883,0,1,-0.0019586853945748883,-0.0,0.9442335874653778,1.0
2010-02-11,80.90558624267578,,,,,,,0.010466029260706833,0,1,0.010466029260706833,0.0,0.9541159638207326,1.0
2010-02-12,80.83824920654297,,,,,,,-0.000832291554390796,0,1,-0.000832291554390796,-0.0,0.9533218611621351,1.0
2010-02-16,82.1102523803711,,,,,,,0.01573516480519177,0,1,0.01573516480519177,0.0,0.9683225377599135,1.0
2010-02-17,82.49932861328125,,,,,,,0.004738461052437026,0,1,0.004738461052437026,0.0,0.9729108963912858,1.0
2010-02-18,82.98564147949219,,,,,,,0.005894749380210618,0,1,0.005894749380210618,0.0,0.9786459622947885,1.0
2010-02-19,83.15775299072266,,,,,,,0.002073991453967361,0,1,0.002073991453967361,0.0,0.9806756656570476,1.0
2010-02-22,83.17271423339844,,,,,,,0.0001799139844176345,0,1,0.0001799139844176345,0.0,0.9808521029234774,1.0
2010-02-23,82.16262817382812,,,,,,,-0.012144440263616052,0,1,-0.012144440263616052,-0.0,0.968940203152081,1.0
2010-02-24,82.91831970214844,,,,,,,0.009197509197509168,0,1,0.009197509197509168,0.0,0.9778520395824086,1.0
2010-02-25,82.80607604980469,,,,,,,-0.0013536653027574896,0,1,-0.0013536653027574896,-0.0,0.9765283552051953,1.0
2010-02-26,82.85844421386719,TRANSITION,False,3.0,3.0,3.0,9.0,0.0006324193411966217,0,1,0.0006324193411966217,0.0,0.977145930624254,1.0
2010-03-01,83.71891021728516,TRANSITION,False,3.0,3.0,3.0,9.0,0.010384771420484329,0,1,0.010384771420484329,0.0,0.9872933677582434,1.0
2010-03-02,83.95086669921875,TRANSITION,False,3.0,3.0,3.0,9.0,0.0027706581623143656,0,1,0.0027706581623143656,0.0,0.9900288201862216,1.0
2010-03-03,84.02569580078125,TRANSITION,False,3.0,3.0,3.0,9.0,0.0008913440028035513,0,1,0.0008913440028035513,0.0,0.9909112764376973,1.0
2010-03-04,84.28010559082031,TRANSITION,False,3.0,3.0,3.0,9.0,0.003027761777090854,0,1,0.003027761777090854,0.0,0.9939115197249836,1.0
2010-03-05,85.4847412109375,TRANSITION,False,3.0,3.0,3.0,9.0,0.01429323814525918,0,1,0.01429323814525918,0.0,1.0081177337717293,1.0
2010-03-08,85.49971771240234,TRANSITION,False,3.0,3.0,3.0,9.0,0.00017519502606777593,0,1,0.00017519502606777593,0.0,1.008294350984377,1.0
2010-03-09,85.64188385009766,TRANSITION,False,3.0,3.0,3.0,9.0,0.00166276733419779,0,1,0.00166276733419779,0.0,1.0099709098944498,1.0
2010-03-10,86.02346801757812,TRANSITION,False,3.0,3.0,3.0,9.0,0.0044555788631222,0,1,0.0044555788631222,0.0,1.0144709149329438,1.0
2010-03-11,86.38260650634766,TRANSITION,False,3.0,3.0,3.0,9.0,0.00417488967889712,0,1,0.00417488967889712,0.0,1.0187062190852387,1.0
2010-03-12,86.39010620117188,HH/HL,True,4.0,3.0,2.0,9.0,8.681950137345851e-05,0,1,8.681950137345851e-05,0.0,1.0187946626512256,1.0
2010-03-15,86.41252899169922,HH/HL,True,4.0,3.0,2.0,9.0,0.0002595527603026504,1,1,0.0002595527603026504,0.0002595527603026504,1.0190590936180983,1.0002595527603027
2010-03-16,87.10091400146484,HH/HL,True,4.0,3.0,2.0,9.0,0.007966263894807923,1,1,0.007966263894807923,0.007966263894807923,1.027177187282264,1.0082278843208938
2010-03-17,87.6171875,HH/HL,True,4.0,3.0,2.0,9.0,0.005927302881419516,1,1,0.005927302881419516,0.005927302881419516,1.0332655775841706,1.0142039563647565
2010-03-18,87.5722885131836,HH/HL,True,4.0,3.0,2.0,9.0,-0.0005124449676772169,1,1,-0.0005124449676772169,-0.0005124449676772169,1.0327360858386634,1.013684232651119
2010-03-19,87.1290283203125,LH/LL,False,3.0,4.0,2.0,9.0,-0.005061649071833485,1,1,-0.005061649071833485,-0.005061649071833485,1.0275087381883292,1.0085533187957882
2010-03-22,87.5948257446289,LH/LL,False,3.0,4.0,2.0,9.0,0.005346064719142785,0,1,0.005346064719142785,0.0,1.0330018664021687,1.0085533187957882
2010-03-23,88.21092224121094,LH/LL,False,3.0,4.0,2.0,9.0,0.007033480474956111,0,1,0.007033480474956111,0.0,1.0402674648601016,1.0085533187957882
2010-03-24,87.78266143798828,LH/LL,False,3.0,4.0,2.0,9.0,-0.00485496344830838,0,1,-0.00485496344830838,-0.0,1.0352170043417415,1.0085533187957882
2010-03-25,87.63990020751953,LH/LL,False,3.0,4.0,2.0,9.0,-0.0016263032827912305,0,1,-0.0016263032827912305,-0.0,1.0335334275291792,1.0085533187957882
2010-03-26,87.58731079101562,LH/LL,False,3.0,5.0,1.0,9.0,-0.0006000624872847249,0,1,-0.0006000624872847249,-0.0,1.0329132428899641,1.0085533187957882
2010-03-29,88.1432876586914,LH/LL,False,3.0,5.0,1.0,9.0,0.006347687383647882,0,1,0.006347687383647882,0.0,1.0394698532502595,1.0085533187957882
2010-03-30,88.20340728759766,LH/LL,False,3.0,5.0,1.0,9.0,0.0006820670127378747,0,1,0.0006820670127378747,0.0,1.040178841347897,1.0085533187957882
2010-03-31,87.90287780761719,LH/LL,False,3.0,5.0,1.0,9.0,-0.0034072320925262467,0,1,-0.0034072320925262467,-0.0,1.0366347106176896,1.0085533187957882
2010-04-01,88.5039291381836,LH/LL,False,3.0,5.0,1.0,9.0,0.006837675233817286,0,1,0.006837675233817286,0.0,1.0437228821049955,1.0085533187957882
2010-04-05,89.22516632080078,TRANSITION,False,4.0,4.0,1.0,9.0,0.008149210884085267,0,1,0.008149210884085267,0.0,1.0522283999758144,1.0085533187957882
2010-04-06,89.43553161621094,TRANSITION,False,4.0,4.0,1.0,9.0,0.0023576901460045097,0,1,0.0023576901460045097,0.0,1.0547092285057835,1.0085533187957882
2010-04-07,88.9246597290039,TRANSITION,False,4.0,4.0,1.0,9.0,-0.0057121803602544485,0,1,-0.0057121803602544485,-0.0,1.0486845391649338,1.0085533187957882
2010-04-08,89.23270416259766,TRANSITION,False,4.0,4.0,1.0,9.0,0.0034641058456956753,0,1,0.0034641058456956753,0.0,1.0523172934073457,1.0085533187957882
2010-04-09,89.81869506835938,HH/HL,True,5.0,4.0,0.0,9.0,0.006566997058544244,0,1,0.006566997058544244,0.0,1.059227857977807,1.0085533187957882
2010-04-12,89.96147918701172,HH/HL,True,5.0,4.0,0.0,9.0,0.0015896926418679236,1,1,0.0015896926418679236,0.0015896926418679236,1.0609117047096959,1.0101566085856093
2010-04-13,90.029052734375,HH/HL,True,5.0,4.0,0.0,9.0,0.0007511386870686643,1,1,0.0007511386870686643,0.0007511386870686643,1.0617085965346673,1.010915376294316
2010-04-14,91.0508270263672,HH/HL,True,5.0,4.0,0.0,9.0,0.01134938401503427,1,1,0.01134938401503427,0.01134938401503427,1.0737583351088023,1.022388643106583
2010-04-15,91.12599182128906,HH/HL,True,5.0,4.0,0.0,9.0,0.0008255256693066038,1,1,0.0008255256693066038,0.0008255256693066038,1.0746447501770664,1.023232651175475
2010-04-16,89.67595672607422,HH/HL,True,5.0,4.0,0.0,9.0,-0.0159124204437584,1,1,-0.0159124204437584,-0.0159124204437584,1.0575445510845711,1.0069505430181893
2010-04-19,90.01405334472656,HH/HL,True,5.0,4.0,0.0,9.0,0.0037702036420430574,1,1,0.0037702036420430574,0.0037702036420430574,1.061531709402693,1.0107469516228338
2010-04-20,90.81795501708984,HH/HL,True,5.0,4.0,0.0,9.0,0.008930846267799719,1,1,0.008930846267799719,0.008930846267799719,1.0710120859077632,1.0197737772634246
2010-04-21,90.65264892578124,HH/HL,True,5.0,4.0,0.0,9.0,-0.0018201917371680754,1,1,-0.0018201917371680754,-0.0018201917371680754,1.0690626385585869,1.0179175934602689
2010-04-22,90.92312622070312,HH/HL,True,5.0,4.0,0.0,9.0,0.002983666755765002,1,1,0.002983666755765002,0.002983666755765002,1.0722523652130844,1.0209547203439846
2010-04-23,91.5166473388672,HH/HL,True,6.0,3.0,0.0,9.0,0.006527724494683529,1,1,0.006527724494683529,0.006527724494683529,1.0792517332419682,1.0276192314799368
2010-04-26,91.1710433959961,HH/HL,True,6.0,3.0,0.0,9.0,-0.0037764051997163373,1,1,-0.0037764051997163373,-0.0037764051997163373,1.0751760413847504,1.0237385248708475
2010-04-27,89.01481628417969,HH/HL,True,6.0,3.0,0.0,9.0,-0.023650350281184784,1,1,-0.023650350281184784,-0.023650350281184784,1.0497477513920634,0.9995267501613085
2010-04-28,89.69096374511719,HH/HL,True,6.0,3.0,0.0,9.0,0.007595897954548292,1,1,0.007595897954548292,0.007595897954548292,1.0577215281896541,1.0071190533583751
