ticker,date,open,high,low,close,volume
XLY,1998-12-22,25.25816317131183,25.414077758789062,25.25816317131183,25.414077758789062,3700
XLY,1998-12-23,25.445260860603906,25.694724202374534,25.414077942882578,25.523218154907227,12000
XLY,1998-12-24,25.881820866356513,25.9909610748291,25.757089199530697,25.9909610748291,1600
XLY,1998-12-28,25.866229825100657,25.881821283705296,25.757089614868164,25.757089614868164,8600
XLY,1998-12-29,25.83504704389527,26.318382263183594,25.83504704389527,26.318382263183594,1100
XLY,1998-12-30,26.30279043099644,26.3495648063924,26.100101470947266,26.100101470947266,31700
XLY,1998-12-31,26.100101144690264,26.19364989431281,26.068918228149414,26.068918228149414,32400
XLY,1999-01-04,26.10010142274712,26.47429642522378,25.85063808776268,25.91300392150879,5200
XLY,1999-01-05,26.068919246154422,26.349565505981445,26.068919246154422,26.349565505981445,1300
XLY,1999-01-06,26.661392975731466,27.09795379638672,26.661392975731466,27.09795379638672,8100
XLY,1999-01-07,26.973223708192325,27.253869966427853,26.9420407906106,27.0667724609375,13700
XLY,1999-01-08,27.222685459431077,27.347417122475434,27.051179422745083,27.09795379638672,18600
XLY,1999-01-11,27.191503945080928,27.22268686244914,26.739351643241854,26.957632064819336,63100
XLY,1999-01-12,26.55225348529227,26.63021077679342,26.22483286098743,26.25601577758789,3300
XLY,1999-01-13,25.632356860113482,26.380746841430664,25.632356860113482,26.380746841430664,3400
XLY,1999-01-14,26.131284951298817,26.256016621710742,25.663541187254086,25.788272857666016,36600
XLY,1999-01-15,26.13128359666511,26.14687505465835,25.99096047472598,26.115692138671875,34800
XLY,1999-01-19,26.411930640253686,26.52107084951093,26.100101470947266,26.100101470947266,4100
XLY,1999-01-20,26.47429721980201,26.786126397891554,26.365157007470675,26.536663055419922,3500
XLY,1999-01-21,26.474296522310198,26.505479439297606,26.224833186410926,26.287199020385742,31500
XLY,1999-01-22,25.881820507567493,26.48988737491396,25.819454675019138,26.411930084228516,12300
XLY,1999-01-25,26.28719967046433,26.411931341498562,26.162467999430095,26.349565505981445,8100
XLY,1999-01-26,26.505478985736826,26.973222732543945,26.427521694602305,26.973222732543945,3700
XLY,1999-01-27,27.004405321898286,27.066771154050475,26.942039489746094,26.942039489746094,1900
XLY,1999-01-28,27.004406346761346,27.222686767578125,27.004406346761346,27.222686767578125,4300
XLY,1999-01-29,27.316235565081392,27.50333306895181,27.12913806121097,27.4097843170166,6800
XLY,1999-02-01,27.534514727034985,27.550106184977814,27.3786001476067,27.472148895263672,6100
XLY,1999-02-02,27.253868703732543,27.253868703732543,26.87967371008862,27.12913703918457,20900
XLY,1999-02-03,27.06677195173583,27.596881540652316,27.03558903474074,27.565698623657227,23100
XLY,1999-02-04,27.737204948789838,27.768387866101573,27.378601399704866,27.4097843170166,19500
XLY,1999-02-05,27.12913853702078,27.300644585243322,26.7237606048584,26.7237606048584,5800
XLY,1999-02-08,26.957631324654194,27.160320281982422,26.61461924302181,27.160320281982422,8200
XLY,1999-02-09,26.817308941158636,26.84849185853208,26.318382263183594,26.318382263183594,9400
XLY,1999-02-10,26.28719934581015,26.474296850050795,26.162467676316393,26.318382263183594,9200
XLY,1999-02-11,26.474297206701387,27.20709577484919,26.39633991221758,27.175912857055664,12200
XLY,1999-02-12,26.81730903197672,26.84849194945576,26.521071315925813,26.692577362060547,5800
XLY,1999-02-16,26.926449007916478,27.191503804172747,26.910857549313167,27.03558921813965,9300
XLY,1999-02-17,27.09795407012657,27.487740521077757,26.942039489746094,26.942039489746094,14700
XLY,1999-02-18,26.942039816090137,26.973222732543945,26.70816794268658,26.973222732543945,3500
XLY,1999-02-19,27.00440616179911,27.11354637145996,26.926448869184217,27.11354637145996,900
XLY,1999-02-22,27.19150321134609,27.799570083618164,27.19150321134609,27.799570083618164,14000
XLY,1999-02-23,27.81516102443553,27.84634394038221,27.440966033075412,27.65924644470215,6800
XLY,1999-02-24,27.84634416397304,28.03344166115539,27.316234588623047,27.316234588623047,9000
XLY,1999-02-25,27.253869309986985,27.285052226817633,26.59902805654336,27.004405975341797,19100
XLY,1999-02-26,26.97322264629292,27.34741764254207,26.97322264629292,27.238277435302734,8500
XLY,1999-03-01,27.16032125747995,27.253870010375977,27.004406669319902,27.253870010375977,8600
XLY,1999-03-02,27.316234588623047,27.64365520869216,27.316234588623047,27.316234588623047,18100
XLY,1999-03-03,27.347418904920044,27.394193281610328,27.175912857055664,27.175912857055664,1000
XLY,1999-03-04,27.783979090144125,27.84634492424097,27.503332836708328,27.752796173095703,5400
XLY,1999-03-05,28.37645377821595,28.78183168933332,28.37645377821595,28.59473419189453,24800
XLY,1999-03-08,28.81301591606016,28.81301591606016,28.345272151189054,28.719467163085938,12300
XLY,1999-03-09,28.657101187631124,28.968930362686958,28.579143893867165,28.79742431640625,12100
XLY,1999-03-10,28.81301591606016,28.85979029254727,28.65710132776979,28.719467163085938,5600
XLY,1999-03-11,28.93774702520811,29.202801820158832,28.859789732575546,29.031295776367188,13100
XLY,1999-03-12,29.34312433864981,29.49903892068302,28.438819762857204,29.15602684020996,13700
XLY,1999-03-15,29.12484457449572,29.23398478435732,28.937747071875833,29.218393325805664,7100
XLY,1999-03-16,29.40549111059295,29.40549111059295,28.937747349554886,29.06247901916504,6200
XLY,1999-03-17,29.031294795973547,29.031294795973547,28.65709980397389,28.937746047973633,6700
XLY,1999-03-18,28.750649933087626,29.436674118041992,28.750649933087626,29.436674118041992,7000
XLY,1999-03-19,29.40549045070525,29.40549045070525,29.000112533569336,29.000112533569336,13100
XLY,1999-03-22,28.937747258725373,28.937747258725373,28.563552251069442,28.688283920288086,18600
XLY,1999-03-23,28.470003932046247,28.470003932046247,27.752796823133803,27.815162658691406,9800
XLY,1999-03-24,27.939893957450565,27.939893957450565,27.53451603172863,27.596881866455078,12900
XLY,1999-03-25,28.033441970222874,28.438819885253906,27.877527387518633,28.438819885253906,10200
XLY,1999-03-26,28.376454001757217,28.50118566769901,28.12699066987364,28.25172233581543,6300
XLY,1999-03-29,28.73505709397382,28.937746047973633,28.672691261973874,28.937746047973633,5100
XLY,1999-03-30,28.81301470901276,29.031295123474976,28.71946595995752,28.968929290771484,36300
XLY,1999-03-31,29.12484504824779,29.156027965858332,28.53236961364746,28.53236961364746,24400
XLY,1999-04-01,28.68828387437816,28.68828387437816,28.329680325948434,28.50118637084961,4100
XLY,1999-04-05,28.688283965603063,28.96893022178831,28.594735213541313,28.875381469726562,9600
XLY,1999-04-06,28.98452140078765,29.218393278685344,28.875381191102058,29.031295776367188,10900
XLY,1999-04-07,29.265168352502855,29.343125646995404,29.187211058010305,29.280759811401367,13600
XLY,1999-04-08,29.374307775497435,29.93560028076172,29.374307775497435,29.93560028076172,20800
XLY,1999-04-09,29.81086774261128,30.26302002531825,29.81086774261128,30.216245651245117,72900
XLY,1999-04-12,29.748502600522464,30.590441353367442,29.748502600522464,30.465709686279297,21100
XLY,1999-04-13,30.559258716096604,30.590441633153844,30.153880794352464,30.309795379638672,32700
XLY,1999-04-14,30.309795853464227,30.37216168855366,29.62377166748047,29.62377166748047,49700
XLY,1999-04-15,29.81086851675299,29.873234350470046,29.12484434586537,29.561405181884766,35800
XLY,1999-04-16,29.561404255286376,29.68613591881079,29.34312384411865,29.654953002929688,11600
XLY,1999-04-19,30.122697534868795,30.49689253530195,28.90656378346105,29.000112533569336,37400
XLY,1999-04-20,29.187210131602683,29.49903929967536,29.09366138118088,29.37430763244629,15600
XLY,1999-04-21,29.561404632377226,29.873233795166016,29.405490050982834,29.873233795166016,45100
XLY,1999-04-22,30.029148238825957,30.247428651776925,29.81086782587499,29.951190948486328,35700
XLY,1999-04-23,30.06033171978841,30.340977970284364,30.06033171978841,30.27861213684082,2000
XLY,1999-04-26,30.403343754111177,30.43452667078206,30.091514587402344,30.091514587402344,94400
XLY,1999-04-27,30.27861194857023,30.30979486509811,30.060331532875082,30.169471740722656,4100
XLY,1999-04-28,30.340977591597685,30.52807508959315,30.060331344604492,30.060331344604492,6000
XLY,1999-04-29,29.81086846774804,30.029148885398914,29.24957596521722,29.37430763244629,17900
XLY,1999-04-30,29.6549548249656,29.71732066055964,28.40763811308482,29.280759811401367,37300
XLY,1999-05-03,29.343125495989952,30.029149683993968,29.343125495989952,29.997966766357422,90600
XLY,1999-05-04,30.34097715231397,30.372160068195075,29.467855507643065,29.654953002929688,191400
XLY,1999-05-05,29.717320046773768,29.717320046773768,28.937747117949694,29.40549087524414,49700
XLY,1999-05-06,29.1248434898393,29.24957515360735,28.750648498535156,28.750648498535156,12000
XLY,1999-05-07,29.09366170371451,29.40549087524414,29.062478786561545,29.40549087524414,25600
