ticker,date,open,high,low,close,volume
XLE,1998-12-22,23.12677996490048,23.204282578723873,23.00277578278305,23.080278396606445,15200
XLE,1998-12-23,23.157779359817507,23.560792922973633,23.126778316497802,23.560792922973633,67800
XLE,1998-12-24,23.622796739850727,23.622796739850727,23.40578942071824,23.436790466308594,12300
XLE,1998-12-28,23.560794465085294,23.560794465085294,23.157780875550937,23.312786102294922,13500
XLE,1998-12-29,23.37478805953849,23.5452938079834,23.157780743335877,23.5452938079834,22000
XLE,1998-12-30,23.529793234432447,23.529793234432447,23.173281215728924,23.18878173828125,21800
XLE,1998-12-31,23.157779693603516,23.157779693603516,23.033775518537364,23.157779693603516,13000
XLE,1999-01-04,23.095779010136496,23.560794694904345,23.095779010136496,23.14228057861328,28600
XLE,1999-01-05,23.28178510055799,23.28178510055799,22.987275169192742,23.01827621459961,42700
XLE,1999-01-06,23.28178479369958,23.80880255867014,23.126779568708237,23.777801513671875,56400
XLE,1999-01-07,23.777801830938774,23.79330235364473,23.390288763289835,23.66929817199707,72600
XLE,1999-01-08,23.80880255867014,24.366821368638973,23.188781658704773,23.777801513671875,421100
XLE,1999-01-11,23.560793043371056,23.591794086849177,23.25078260858986,23.328285217285156,35000
XLE,1999-01-12,23.312784624807588,23.405787754959746,22.940772104198956,22.971773147583008,89200
XLE,1999-01-13,22.56876001227392,23.00277462789457,22.506757924328113,22.630762100219727,42400
XLE,1999-01-14,22.568761282126996,22.692765464995826,22.196748733520508,22.196748733520508,70000
XLE,1999-01-15,22.38275455543067,22.56876082597441,22.274250897613484,22.53775978088379,10700
XLE,1999-01-19,22.63076291615566,22.63076291615566,22.351753510340043,22.53775978088379,12800
XLE,1999-01-20,22.413755324280377,22.630762637240213,22.336252712509005,22.35175323486328,15800
XLE,1999-01-21,22.351753510340043,22.723766051427535,22.32075246524942,22.53775978088379,23900
XLE,1999-01-22,22.568760641053174,22.6307627307264,22.382754372033506,22.413755416870117,19300
XLE,1999-01-25,22.50675754599954,22.50675754599954,22.196747111481642,22.382753372192383,18200
XLE,1999-01-26,22.413755043403253,22.413755043403253,21.979740422922415,22.165746688842773,25700
XLE,1999-01-27,22.196748086869547,22.196748086869547,21.70073136984453,21.762733459472656,37100
XLE,1999-01-28,21.82473536275519,21.82473536275519,21.452722828162774,21.638729095458984,30800
XLE,1999-01-29,21.51472491726151,21.638729095458984,21.266716560866566,21.638729095458984,18600
XLE,1999-02-01,21.63872973032177,21.700731821239597,21.421722412109375,21.421722412109375,23100
XLE,1999-02-02,21.452722549438477,21.638728814318,21.359719416998715,21.452722549438477,26500
XLE,1999-02-03,21.57672746302718,22.07274418631516,21.57672746302718,21.948740005493164,29400
XLE,1999-02-04,21.948740187655673,22.134746460432417,21.88673809673009,22.072744369506836,26000
XLE,1999-02-05,22.13474548840132,22.75476637042937,22.010741311995712,22.692764282226562,66000
XLE,1999-02-08,22.785767879126208,23.002775192260742,22.7547668343927,23.002775192260742,31100
XLE,1999-02-09,23.033775575868376,23.033775575868376,22.56875991821289,22.56875991821289,64300
XLE,1999-02-10,22.66176314419263,22.878770452002957,22.506757924328113,22.630762100219727,69300
XLE,1999-02-11,22.537758684948663,22.537758684948663,22.10374407478459,22.44475555419922,216800
XLE,1999-02-12,22.196747450297238,22.44475580169721,21.979740142822266,21.979740142822266,242300
XLE,1999-02-16,22.150246613404967,22.25875027071346,21.60772832686251,21.824735641479492,36600
XLE,1999-02-17,21.70073018012464,21.91773748192589,21.576726007666785,21.60772705078125,41700
XLE,1999-02-18,21.576726103033632,21.793733405794026,21.359718800273235,21.669729232788086,83000
XLE,1999-02-19,21.762734096170327,21.793735141891368,21.359720501796804,21.545726776123047,130300
XLE,1999-02-22,21.70073136984453,21.824735549100783,21.51472510096015,21.762733459472656,79500
XLE,1999-02-23,21.824735268779186,21.917738402026824,21.57672691345215,21.57672691345215,309600
XLE,1999-02-24,21.638729822067987,21.917739232381184,21.48372459411621,21.48372459411621,34500
XLE,1999-02-25,21.468223755255245,21.731732638893757,21.452723232688275,21.592227935791016,44600
XLE,1999-02-26,21.66972985846459,21.824735079197524,21.452722549438477,21.452722549438477,24900
XLE,1999-03-01,21.49922474909873,21.51472527162872,21.1737137759689,21.235715866088867,13300
XLE,1999-03-02,21.266715620822964,21.35971875036009,20.925704145853498,21.018707275390625,55100
XLE,1999-03-03,21.204715183803014,21.576727730887278,21.049709955851238,21.48372459411621,103300
XLE,1999-03-04,21.669729187628022,22.382753180926226,21.669729187628022,22.25874900817871,90400
XLE,1999-03-05,22.81676795526636,22.847768998683843,22.44475543425658,22.677263259887695,92700
XLE,1999-03-08,22.80126840149296,23.064777281727753,22.708265267292443,23.002775192260742,107600
