date,ticker,adj_close,spy_adj_close,ratio_value,has_adj_close,has_ratio
2010-01-08,XLB,12.3344087600708,85.72418212890625,0.1438848228557392,True,True
2010-01-15,XLB,11.938803672790527,85.02831268310547,0.1404097446610002,True,True
2010-01-22,XLB,11.172320365905762,81.71369934082031,0.1367251814081632,True,True
2010-01-29,XLB,10.646021842956545,80.3519287109375,0.132492424435201,True,True
2010-02-05,XLB,10.766118049621582,79.80571746826172,0.1349040944829949,True,True
2010-02-12,XLB,10.93919563293457,80.83824920654297,0.1353220256537812,True,True
2010-02-19,XLB,11.405445098876951,83.15775299072266,0.1371543204173564,True,True
2010-02-26,XLB,11.126401901245115,82.85844421386719,0.1342820518392379,True,True
2010-03-05,XLB,11.71627712249756,85.4847412109375,0.1370569408824331,True,True
2010-03-12,XLB,11.758663177490234,86.39010620117188,0.1361112249371297,True,True
2010-03-19,XLB,11.780638694763184,87.1290283203125,0.1352091136774074,True,True
2010-03-26,XLB,11.922229766845703,87.58731079101562,0.1361182305881303,True,True
2010-04-02,XLB,12.216039657592772,88.5039291381836,0.1380282183689216,True,True
2010-04-09,XLB,12.35763168334961,89.81869506835938,0.1375841819338885,True,True
2010-04-16,XLB,12.152321815490724,89.67595672607422,0.1355137124726912,True,True
2010-04-23,XLB,12.393031120300291,91.5166473388672,0.1354183253065582,True,True
2010-04-30,XLB,12.031965255737305,89.26274871826172,0.1347926814769458,True,True
2010-05-07,XLB,11.019563674926758,83.5903549194336,0.1318281718692028,True,True
2010-05-14,XLB,11.182397842407228,85.56629943847656,0.1306869400195054,True,True
2010-05-21,XLB,10.75053882598877,81.97504425048828,0.131144044193971,True,True
2010-05-28,XLB,10.885051727294922,82.17039489746094,0.1324692639104168,True,True
2010-06-04,XLB,10.304513931274414,80.25457000732422,0.1283978461330489,True,True
2010-06-11,XLB,10.856733322143556,82.40331268310547,0.1317511756341008,True,True
2010-06-18,XLB,11.004266738891602,84.34285736083984,0.1304706418922066,True,True
2010-06-25,XLB,10.702049255371094,81.42900848388672,0.1314279696465766,True,True
2010-07-02,XLB,9.973173141479492,77.14883422851562,0.1292718579769961,True,True
2010-07-09,XLB,10.805160522460938,81.4969482421875,0.1325836212952519,True,True
2010-07-16,XLB,10.606049537658691,80.51560974121094,0.1317266250823672,True,True
2010-07-23,XLB,11.381147384643556,83.346435546875,0.1365522989671546,True,True
2010-07-30,XLB,11.381147384643556,83.24072265625,0.1367257157490453,True,True
2010-08-06,XLB,11.551815032958984,84.84109497070312,0.1361582501610569,True,True
2010-08-13,XLB,11.128710746765137,81.76116180419922,0.1361124340847315,True,True
2010-08-20,XLB,11.19626522064209,81.17234802246094,0.1379320112502352,True,True
2010-08-27,XLB,11.157151222229004,80.6666030883789,0.1383119010230931,True,True
2010-09-03,XLB,11.63714599609375,83.7087631225586,0.1390194474508687,True,True
2010-09-10,XLB,11.669150352478027,84.15412902832031,0.1386640262006754,True,True
2010-09-17,XLB,11.873984336853027,85.37116241455078,0.1390865955320436,True,True
2010-09-24,XLB,12.102540016174316,87.13948059082031,0.1388869882413466,True,True
2010-10-01,XLB,12.048124313354492,86.98009490966797,0.138515879131506,True,True
2010-10-08,XLB,12.421792030334473,88.44481658935547,0.1404468063742863,True,True
2010-10-15,XLB,12.548768043518066,89.32515716552734,0.140484141777261,True,True
2010-10-22,XLB,12.439932823181152,89.81844329833984,0.1385008731654458,True,True
2010-10-29,XLB,12.624947547912598,89.92471313476562,0.1403946380011491,True,True
2010-11-05,XLB,13.176387786865234,93.13494110107422,0.1414763098691996,True,True
2010-11-12,XLB,12.88253116607666,91.22248840332033,0.1412210014390241,True,True
2010-11-19,XLB,12.83899211883545,91.290771484375,0.1406384447198249,True,True
2010-11-26,XLB,12.650346755981444,90.1599578857422,0.1403100339955011,True,True
2010-12-03,XLB,13.42670440673828,93.26396942138672,0.1439645394683292,True,True
2010-12-10,XLB,13.513778686523438,94.47064971923828,0.1430473774308281,True,True
2010-12-17,XLB,13.737030982971191,94.83016967773438,0.1448592892921563,True,True
2010-12-24,XLB,13.949153900146484,95.82194519042967,0.1455736874515011,True,True
2010-12-31,XLB,14.047903060913086,95.93639373779295,0.1464293425423921,True,True
2011-01-07,XLB,14.011334419250488,96.9968490600586,0.1444514389387529,True,True
2011-01-14,XLB,14.190542221069336,98.6447296142578,0.143855047061919,True,True
